id,nama,harga,brand,foto,spek,harga_promo
P139,ASUS M1405YA-VIPS7151M BLACK,10499000,LAPTOP ASUS,img\produk\M1405YA-VIPS7151M BLACK.jpg,RYZEN 7-7730U  RAM 16GB  512 SSD  W11+OHS  LED BACKLIT  FINGERPRINT  14.0 WUXGA VIPS,
P140,ASUS M1405YA-VIPS7152M COOL SILVER,10499000,LAPTOP ASUS,img\produk\M1405YA-VIPS7152M COOL SILVER.jpg,RYZEN 7-7730U  RAM 16GB  512 SSD  W11+OHS  LED BACKLIT  FINGERPRINT  14.0 WUXGA VIPS,
P141,ASUS VIVOBOOK S14 M3407HA-VIPS7111M MATTE GRAY,13099000,LAPTOP ASUS,img\produk\M3407HA-VIPS7111M MATTE GRAY.jpg,RYZEN 7 260  RAM 16GB  1TB SSD  VIPS  2K OPI 2024 + FREE M365  WIN 11,
P142,ASUS VIVOBOOK S15 M3407HA-VIPS7112M COOL SILVER,13099000,LAPTOP ASUS,img\produk\M3407HA-VIPS7112M COOL SILVER.jpg,RYZEN 7 260  RAM 16GB  1TB SSD  VIPS  2K OPI 2024 + FREE M365  WIN 11,
P143,ASUS M3407KA-OLED7111M MATTE GRAY,14999000,LAPTOP ASUS,img\produk\M3407HA-VIPS7111M MATTE GRAY.jpg,RYZEN 7 350  RAM 16GB  SSD 1TB  W11  OHS  14,
P144,ASUS M3407KA-OLED7112M COOL SILVER,14999000,LAPTOP ASUS,img\produk\M3407HA-VIPS7112M COOL SILVER.jpg,RYZEN 7 350  RAM 16GB  SSD 1TB  W11  OHS  14,
P145,ASUS EXPERTBOOK P1403CVA-S63850WS MISTY GREY,7199000,LAPTOP ASUS,img\produk\P1403CVA-S63850WS MISTY GREY.jpg,CORE I3-1315U  RAM 8GB  512GB SSD  WIN11 14.0 FHD VIPS + OHS,
P146,ASUS EXPERTBOOK P1403CVA-S65150WS MIST GREYV,10199000,LAPTOP ASUS,img\produk\P1403CVA-S63850WS MISTY GREY.jpg,CORE I5-13420H  RAM 16GB  SSD 512GB  14.0 FHD.W11+OHS FINGERPRINT,
P147,ASUS EXPERTBOOK P1403CVA-S67151WS  MISTY GREY ,12199000,LAPTOP ASUS,img\produk\P1403CVA-S63850WS MISTY GREY.jpg,CORE I7-13620H  DDR5 16G  512GB 2280 PCIE G4  14.0  VIPS  FHD(1920x1080)  Win11 Home+OHS+M365  50WH  Wifi6  3Y (1Y ADP)  Fingerprint/Mcafee 1Y  ExpertMeet,
P148,ASUS EXPERTBOOK P3405CVA-LY5150WS MISTY GREY,12199000,LAPTOP ASUS,img\produk\P1403CVA-S63850WS MISTY GREY.jpg,"CORE I5-13420H  RAM 16GB  512 SSD  WIN11 14"" FHD VIPS+OHS",
P149,ASUS EXPERTBOOK P3405CVA-LY7110WS MISTY GREY,14699000,LAPTOP ASUS,img\produk\P1403CVA-S63850WS MISTY GREY.jpg,CORE I7-13620H  RAM 16GB  SSD 1TB  WIN 11+OSH  14.0,
P150,ASUS EXPERTBOOK PM1403CDA-S65150W GREY,8999000,LAPTOP ASUS,img\produk\P1403CVA-S63850WS MISTY GREY.jpg,"RYZEN 5 7535HS  RAM 16GB  SSD 512GB  W11+OHS+M365  14"" FHD IPS ( FREE MCAFEE 1THN )",
P151,ASUS EXPERTBOOK PM1403CDA - S67150WS GREY,10899000,LAPTOP ASUS,img\produk\P1403CVA-S63850WS MISTY GREY.jpg,"RYZEN 7 7735HS  RAM 16GB  SSD 512GB  W11+OHS+M365  14"" FHD VIPS ( FREE MCAFEE 1THN )",
P152,ASUS ZENBOOK ASUS ZENBOOK UM3406KA-OLED7151M JADE BLACK,16999000,LAPTOP ASUS,img\produk\ASUS ZENBOOK UM3406KA-OLED7151M JADE BLACK.png,RYZEN AI 7 350  RAM 16GB  SSD 512  W11+OHS  14.0 WUXGA,
P153,SUS ZENBOOK 14 UM3406KA-OLEDS7311M JADE BLACK,20699000,LAPTOP ASUS,img\produk\ASUS ZENBOOK UM3406KA-OLED7151M JADE BLACK.png,RYZEN AI 7 350  RAM 32GB  1TB SSD  BAKCLIT KEYBOARD  W11+OHM + M365 14.0 3K OLED120HZ,
P154,ASUS ZENBOOK UX3405CA-OLEDS9311TM PONDER BLUE,22999000,LAPTOP ASUS,img\produk\UX3405CA-OLEDS9311TM PONDER BLUE.png,ULTRA 9 285H  RAM 32GB  SSD 1TB  W11+OHS  14.0 3K TOUHSCREEN,
P155,ASUS ZENBOOK UX3405CA-OLEDS9312TM FOGGY SILVER,22999000,LAPTOP ASUS,img\produk\UX3405CA-OLEDS9312TM FOGGY SILVER.png,ULTRA 9 285H  RAM 32GB  SSD 1TB  W11+OHS  14.0 3K TOUHSCREEN,
P156,AXIOO HYPE 1 GREY,3499000,LAPTOP AXIOO,img\produk\AXIOO HYPE 1 GREY.png,CELERON N4020  *RAM 4GB*  SSD 128  W11  HD 14.0 (TIDAK DAPAT TAS),3399000
P157,AXIOO HYPE 1 GREY,3799000,LAPTOP AXIOO,img\produk\AXIOO HYPE 1 GREY.png,CELERON N4020  *RAM 8GB*  SSD 128  W11  HD 14.0 (TIDAK DAPAT TAS),3699000
P158,AXIOO HYPE 3 G11 BLUE,5499000,LAPTOP AXIOO,img\produk\AXIOO HYPE 3 G11 BLUE.png,CORE I3-1125G4  RAM 8GB  *SSD 256*  W11  14.0 FHD,5399000
P159,AXIOO HYPE 3 G11 BLUE,5949000,LAPTOP AXIOO,img\produk\AXIOO HYPE 3 G11 BLUE.png,CORE I3-1125G4  RAM 8GB  *SSD 512*  W11  14.0 FHD,5849000
P160,AXIOO HYPE R3 OLED GREY,8599000,LAPTOP AXIOO,img\produk\AXIOO HYPE R5 OLED GREY.png,CORE I3-1215U  RAM 24GB  SSD 256GB  W11  14.0 FHD OLED,8500000
P161,AXIOO HYPE R5 OLED GREY,10699000,LAPTOP AXIOO,img\produk\AXIOO HYPE R5 OLED GREY.png,CORE I5-1235U  RAM 24GB  SSD 512GB  W11  14.0 FHD OLED,
P162,AXIOO HYPE 5 X3 GREY,5399000,LAPTOP AXIOO,img\produk\AXIOO HYPE 5 X3 GREY.png,RYZEN 5-3500  RAM 8GB  SSD 256  W11  14,
P163,AXIOO HYPE 5 X3 BLUE (JKT48 LOLLIPOP EDITION),5399000,LAPTOP AXIOO,img\produk\AXIOO HYPE 5 X52 PINK BLUE JKT48 LOLLIPOP EDITION BLUE.png,RYZEN 5-3500  RAM 8GB  SSD 256  W11  14,
P164,AXIOO HYPE 5 X3 PINK  (JKT48 LOLLIPOP EDITION),5399000,LAPTOP AXIOO,img\produk\AXIOO HYPE 5 X5-2 PINK JKT48 LOLLIPOP EDITION.png,RYZEN 5-3500  RAM 8GB  SSD 256  W11  14,
P165,AXIOO HYPE 5 X5-2 BLUE JKT48 LOLLIPOP EDITION,6549000,LAPTOP AXIOO,img\produk\AXIOO HYPE 5 X52 PINK BLUE JKT48 LOLLIPOP EDITION BLUE.png,RYZEN 5-7430U  RAM 8  SSD 256  W11  14.0 FHD IPS,
P166,AXIOO HYPE 5 X5-2 PINK JKT48 LOLLIPOP EDITION,6549000,LAPTOP AXIOO,img\produk\AXIOO HYPE 5 X5-2 PINK JKT48 LOLLIPOP EDITION.png,RYZEN 5-7430U  RAM 8  SSD 256  W11  14.0 FHD IPS,
P167,AXIOO HYPE 5 X5-2 BLUE,6549000,LAPTOP AXIOO,img\produk\AXIOO HYPE 5 X5-2 BLUE.png,RYZEN 5-7430  RAM 8GB  SSD 256  W11  14,
P168,AXIOO HYPE 5 X5-2 GREY,7499000,LAPTOP AXIOO,img\produk\AXIOO HYPE 5 X5-2 BLUE.png,RYZEN 5-7430  RAM 16GB  SSD 256  W11  14,
P169,AXIOO HYPE 7 X7-2 GREY,7449000,LAPTOP AXIOO,img\produk\AXIOO HYPE 7 X7-2 GREY.png,RYZEN 7-5825 RAM 8GB   SSD 512GB W11 14 FHD IPS,7349000
P170,AXIOO HYPE 7 X8-2 GREY,10649000,LAPTOP AXIOO,img\produk\AXIOO HYPE 7 X8-2 GREY.png,RYZEN 7-7735HS  RAM 16GB  512GB SSD  14.0 FHD  WIN11,
P171,AXIOO HYPE-R X8 OLED GREY,11499000,LAPTOP AXIOO,img\produk\AXIOO HYPE-R X8 OLED GREY.png,RYZEN 7-685  RAM 16GB  SSD 512GB  W11  14.0 FHD IPS BLIT HDMI,
P172,AXIOO PONGO 725 V2 GREY,12499000,LAPTOP AXIOO,img\produk\AXIOO PONGO 725 V2 GREY.png,CORE I7-13620H  RAM 16GB  512 SSD  RTX2050 4GB  15.6'' FHD 144Hz  WIN11,
P173,AXIOO PONGO 735 GREY,14499000,LAPTOP AXIOO,img\produk\AXIOO PONGO 735 GREY.png,CORE I7-13620H  RAM 16GB  SSD 512GB  RTX3050  W11  15.6'' FHD 144Hz IPS ,
P174,LENOVO SLIM 3 14IRU8 82X6005LID ABBYS BLUE,6499000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14IRU8.png,COREI3-1315U  RAM 8GB  SSD 256GB  14.0 W11,
P175,LENOVO SLIM 3 14IRU8 82X6005NID GREY,6499000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14IRU8.png,COREI3-1315U  RAM 8GB  SSD 256GB  14.0 W11,
P176,LENOVO SLIM 3 14IRU8 82X6006EID ABBYS BLUE,6899000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14IRU8.png,CORE I3-1315U  RAM 8GB  SSD 512GB  W11+0HS  14,
P177,LENOVO SLIM 3 14IRU8 82X6006FID ARTIC GREY,6899000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14IRU8.png,CORE I3-1315U  RAM 8GB  SSD 512GB  W11+0HS  14,
P178,LENOVO SLIM 3 14IRU8 82X6005PID  ARTIC GREY,6899000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14IRU8.png,"CORE I3-1315U  RAM 8GB  512 SSD  WIN11 14"" FHD + OHS",
P179,LENOVO SLIM 3 14IRU8 82X6005MID ABBYS BLUE,6899000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14IRU8.png,"CORE I3-1315U  RAM 8GB  512 SSD  WIN11 14"" FHD + OHS",
P180,LENOVO IDEAPAD SLIM 3 14IRH10 8EK0007DID BLUE,8849000,LAPTOP LENOVO,img\produk\LENOVO IDEAPAD SLIM 3 14IRH10 8EK0007DID BLUE.png,CORE I5-13420H  RAM 8GB  512GB SSD  W11+OHS+M365  BACKLIT 14.0  UPGRADABLE  WUXGA,
P181,LENOVO IDEAPAD SLIM 3 14IRH10 83K0007EID GREY,8849000,LAPTOP LENOVO,img\produk\LENOVO IDEAPAD SLIM 3 14IRH10 8EK0007DID BLUEQQ.png,CORE I5-13420H  RAM 8GB  512GB SSD  W11+OHS+M365  BACKLIT 14.0  UPGRADABLE  WUXGA,
P182,LENOVO SLIM 3 14IRH10 83K000BWID LUNA GREY,8999000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14IRH10 83K000BWID LUNA GREY.png,CORE I5-13420H  RAM 8GB  512GB SSD  W11+OHS+M365  BACKLIT 14.0  UPGRADABLE  WUXGA,
P183,LENOVO SLIM 3 14IRH10 83K000BYID COSMIC BLUE,8999000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14IRH10 83K000BWID LUNA GREY.png,CORE I5-13420H  RAM 8GB  512GB SSD  W11+OHS+M365  BACKLIT 14.0  UPGRADABLE  WUXGA,
P184,LENOVO SLIM 3 14IRH10 83K000BXID COSMIC BLUE,11699000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14IRH10 83K000BWID LUNA GREY.png,CORE I7 13620H  RAM 16GB  SSD 512GB  W11+OHS+M365M  14.0 WUXGA,
P185,LENOVO SLIM 3 14IRH10 83K000C0ID LUNA GREY,11699000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14IRH10 83K000BWID LUNA GREY.png,CORE I7 13620H  RAM 16GB  SSD 512GB  W11+OHS+M365M  14.0 WUXGA,
P186,LENOVO SLIM 3 14AMN8 82XN009WID ARTIC GREY,6999000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14AMN8 82XN009WID ARTIC GREY.avif,RYZEN 3 7320U  RAM 8GB  SSD 512GB  W11+OHS  14,
P187,LENOVO IDEAPAD SLIM 3 82XL007CID ABYSS BLUE,8699000,LAPTOP LENOVO,img\produk\LENOVO IDEAPAD SLIM 3 82XL007CID ABYSS BLUE.jpg,RYZEN 5-7530U  RAM 8GB  SSD 512GB  W11+OHS  BACKLIT KEYBOARD  14.0 FHD,
P188,LENOVO IDEAPAD SLIM 3 82XL007BID GREY,8699000,LAPTOP LENOVO,img\produk\LENOVO IDEAPAD SLIM 3 82XL007CID ABYSS BLUE.jpg,RYZEN 5-7530U  RAM 8GB  SSD 512GB  W11+OHS  BACKLIT KEYBOARD  14.0 FHD,
P189,LENOVO SLIM 3 14ARP10 83K6005LID LUNA GREY,8899000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14ARP10 83K6005LID LUNA GREY.jpg,RYZEN 5 7535HS  DDR 8GB  SSD 512GB  W11+OHS  14.0 WUXGA,
P190,LENOVO SLIM 3 14ARP10 83K6005KID COSMIC BLUE,8899000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14ARP10 83K6005LID LUNA GREY.jpg,RYZEN 5 7535HS  DDR 8GB  SSD 512GB  W11+OHS  14.0 WUXGA,
P191,LENOVO SLIM 3 14ABR8 82XL0090ID ARTIC GREY,9099000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14ABR8  82XL0090ID ARTIC GREY.png,RYZEN 5 5625U  RAM 16GB  SSD 512GB  14.0  FHD IPS   WIN11 + OHM + M365,
P192,LENOVO SLIM 3 14ABR8 82XL008YID ABBYS BLUE,9099000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14ABR8  82XL0090ID ARTIC GREY.png,RYZEN 5 5625U  RAM 16GB  SSD 512GB  14.0  FHD IPS   WIN11 + OHM + M365,
P193,LENOVO SLIM 3 14ARP10 83K6005NID COSMIC BLUE,10499000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14ARP10 83K6005NID COSMIC BLUE.png,RYZEN 7 7735HS  DDR 16GB  SSD 512GB  W11+OHS  14.0 WUXGA,
P194,LENOVO SLIM 3 14ARP10 83K6005MID LUNA GREY,10499000,LAPTOP LENOVO,img\produk\LENOVO SLIM 3 14ARP10 83K6005NID COSMIC BLUE GRAY.png,RYZEN 7 7735HS  DDR 16GB  SSD 512GB  W11+OHS  14.0 WUXGA,
P195,LENOVO SLIM 5 83J2003VID CLOUD GREY,11999000,LAPTOP LENOVO,img\produk\LENOVO SLIM 5 83J2003VID CLOUD GREY.png,"RYZEN 7 7735HS  RAM 16GB  SSD 512  W11+OHS+M365 BASIC  13.3"" WUXGA",
P196,LENOVO IDEAPAD SLIM 5 83HV0031ID COSMIC BLUE,12299000,LAPTOP LENOVO,img\produk\LENOVO IDEAPAD SLIM 5 83HV0031ID COSMIC BLUE.avif,RYZEN 7 8845HS  RAM 16GB  512GB SSD  W11+OHS,
P197,LENOVO IDEAPAD SLIM 5 83HV0030ID LUNA GREY,12299000,LAPTOP LENOVO,img\produk\LENOVO IDEAPAD SLIM 5 83HV0031ID COSMIC BLUE.avif,RYZEN 7 8845HS  RAM 16GB  512GB SSD  W11+OHS,
P198,LENOVO SLIM 5 14AKP10 83HX00AYID LUNA GREY,12899000,LAPTOP LENOVO,img\produk\LENOVO SLIM 5 14AKP10 83HX00AYID LUNA GREY.png,RYZEN AI 7 350  RAM 16GB  SSD 512GB  W11+OHS  14.0 WUXGA,
P199,LENOVO SLIM 5 14AKP10 83HX00B1ID COSMIC BLUE,12899000,LAPTOP LENOVO,img\produk\LENOVO SLIM 5 14AKP10 83HX00AYID LUNA GREY.png,RYZEN AI 7 350  RAM 16GB  SSD 512GB  W11+OHS  14.0 WUXGA,
P200,LENOVO V14 G4 82YX005BID GREY,8249000,LAPTOP LENOVO,img\produk\LENOVO V14 G4 82YX005BID GREY.avif,RYZEN 5 7430  RAM 8GB  SSD 512GB  W11+OHS  14.0  FHD  IPS,
P201,LENOVO IDEAPAD 5 14IRU9 83KX006BID COSMIC BLUE,12699000,LAPTOP LENOVO,img\produk\LENOVO IDEAPAD 5 14IRU9 83KX006BID COSMIC BLUE.avif,CORE I5-13420H  RAM 16GB  SSD 512GB  W11+OHS  14.0  WUXGA TOUCH 2 IN 1 PEN ,
P202,LENOVO IDEAPAD 5 14IRU9 83KX006DID LUNA GREY,12699000,LAPTOP LENOVO,img\produk\LENOVO IDEAPAD 5 14IRU9 83KX006BID COSMIC BLUE.avif,CORE I5-13420H  RAM 16GB  SSD 512GB  W11+OHS  14.0  WUXGA TOUCH 2 IN 1 PEN ,
P203,LENOVO IDEAPAD 5 83KT003JID COSMIC BLUE,13149000,LAPTOP LENOVO,img\produk\LENOVO IDEAPAD 5 83KT003JID COSMIC BLUE.png,RYZEN AI 5 340  RAM 16GB  SSD 512  2 IN 1  TOUCH  PEN  W11+OHS  14.0 WUXGA OLED,
P204,FLEX 5 14ABR8 82XX00HTID ABBYS BLUE,10399000,LAPTOP LENOVO,img\produk\FLEX 5 14ABR8 82XX00HTID ABBYS BLUE.avif,RYZEN 5-5625U  RAM 8GB  SSD 512GB  W11+OHS  14'.0 WUXGA IPS TOUCH SCREEN,
P205,FLEX 5 14ABR8 82XX00HUID ARTIC GREY,10399000,LAPTOP LENOVO,img\produk\FLEX 5 14ABR8 82XX00HTID ABBYS BLUE.avif,RYZEN 5-5625U  RAM 8GB  SSD 512GB  W11+OHS  14'.0 WUXGA IPS TOUCH SCREEN,
P206,LENOVO FLEX 5 82XX00HXID ARTIC GREY,10699000,LAPTOP LENOVO,img\produk\LENOVO FLEX 5 82XX00HXID ARTIC GREY.png,RYZEN 5-5625U  RAM 16GB  512SSD  WIN 11 14.0 WUXGA IPS  + OHS + M365 TOUCHSCREEN ( PEN ),
P207,LENOVO FLEX 5 82XX00HVID ABBYS BLUE,10699000,LAPTOP LENOVO,img\produk\LENOVO FLEX 5 82XX00HXID ARTIC GREY.png,RYZEN 5-5625U  RAM 16GB  512SSD  WIN 11 14.0 WUXGA IPS  + OHS + M365 TOUCHSCREEN ( PEN ),
P208,FLEX 5 14ABR8 82XX00HYID ABBYS BLUE,11699000,LAPTOP LENOVO,img\produk\LENOVO FLEX 5 82XX00HXID ARTIC GREY.png,RYZEN 7-5825U  RAM 16GB  SSD 512GB  W11+0HS2024  W11+OHS2024  14.0 WUXGA IPS TOUCHSCREEN 2 IN 1,
P209,FLEX 5 14ABR8 82XX00HWID ARTIC GREY,11699000,LAPTOP LENOVO,img\produk\LENOVO FLEX 5 82XX00HXID ARTIC GREY.png,RYZEN 7-5825U  RAM 16GB  SSD 512GB  W11+0HS2024  W11+OHS2024  14.0 WUXGA IPS TOUCHSCREEN 2 IN 1,
P210,LENOVO YOGA 7 14AHP9 -  83DK00ALID ARTIC GREY,16999000,LAPTOP LENOVO,img\produk\LENOVO YOGA 7 14AHP9 -  83DK00ALID ARTIC GREY.png,RYZEN 7-8840HS  RAM 16GB  SSD 1TB  14.0 WUXGA OLED ( URBAN SLEEVE CASE ),
P211,LENOVO YOGA 7 14AKP10 - 83JR003DID TIDAk TEAL,16499000,LAPTOP LENOVO,img\produk\LENOVO YOGA 7 14AKP10 - 83JR003DID TIDAk TEAL.png,RYZEN 5 AI-5340  RAM 16GB  SSD 1TB  W11+OHS+OHM2024  14.0 WUXGA OLED TOUCSCREEN 2 IN 1,
P212,LENOVO YOGA 7 14AKP10 83JR009UID TIDAL TEAL,18399000,LAPTOP LENOVO,img\produk\LENOVO YOGA 7 14AKP10 83JR009UID TIDAL TEAL.avif,"RYZEN AI 7  RAM 16GB  1TB SSD  2 IN 1 TOUCH + Sleeve+Stylus PEN  W11 + OHS  14"" WUXGA OLED",
P213,LENOVO YOGA 7 14ILL10 -  83JQ007DID SEASHELL,19999000,LAPTOP LENOVO,img\produk\LENOVO YOGA 7 14ILL10 -  83JQ007DID SEASHELL.webp,ULTRA  7-256V  RAM 16GB  SSD 1TB  BACKLIT KEYBOARD  W11 + OHS 2024  14.02.8K OLED 120HZ TOUCHSCREEN 2IN 1,
P214,LENOVO YOGA BOOK 9 83KJ0025ID TIDAK TEAL,35629000,LAPTOP LENOVO,img\produk\LENOVO YOGA BOOK 9 83KJ0025ID TIDAK TEAL.png,CORE U9 285H  RAM 32GB  SSD 1TB  W11+OHS  14.0 2.8K OLED TS,
P215,LENOVO LOQ 15IAX9E 83LK00EHID LUNA GREY,12799000,LAPTOP LENOVO,img\produk\LENOVO LOQ 15IAX9E 83LK00EHID LUNA GREY.png,"CORE I5 12450HX  RAM 16GB  512 SSD  RTX3050 6GB  W11+OHS + M365  15 6"" FHD   TIDAK DAPAT MOUSE BAWAAN",
P216,LENOVO LOQ 15IRX9 83DV01ASID LUNA GREY,14499000,LAPTOP LENOVO,img\produk\LENOVO LOQ 15IRX9 83DV01ASID LUNA GREY.png,CORE I5-13450HX  RAM 16GB  512 SSD  RTX3050  15.6 FHD 144Hz  WIN11 + OHS + FREE MOUSE M210,
P217,LENOVO LOQ 15IRX10 - 83JE0052ID LUNA GREY,16829000,LAPTOP LENOVO,img\produk\LENOVO LOQ 15IRX10 - 83JE0052ID LUNA GREY.avif,CORE I5-13450HX  RAM 12GB  SSD 512GB  RTX5050 8GB  W11+OHS2024  15.6'' FHD 144Hz 100% srgb,
P218,LENOVO LOQ 15IRX10 - 83JE00QCID LUNA GREY,18799000,LAPTOP LENOVO,img\produk\LENOVO LOQ 15IRX10 - 83JE00QCID LUNA GREY.avif,CORE I5-13450HX  RAM 16GB  512 SSD  RTX5050 8GB  15.6 FHD 144Hz  WIN11 + OHS,
P219,LENOVO LOQ 15IRX9 - 83DV01ARID LUNA GREY,17799000,LAPTOP LENOVO,img\produk\LENOVO LOQ 15IRX10 - 83JE00QCID LUNA GREY.avif,"CORE I7-13650HX  RAM16GB  SSD 512GB  RTX4050  15.6""   FHD 144Hz  WIN11 + OHS",
P220,LENOVO LOQ 83JE00KAID GREY,18499000,LAPTOP LENOVO,img\produk\LENOVO LOQ 83JE00KAID GREY.png,"CORE I7-13700HX  RAM 12GB  SSD 512GB  RTX5050 8GB DDR7  15 6""  FHD   W11 + OHS 2024 ( FREE MOUSE M210 )",
P221,LENOVO LOQ 15AHP10 - 83JG0073ID LUNA GREY,17499000,LAPTOP LENOVO,img\produk\LENOVO LOQ 15AHP10 - 83JG0073ID LUNA GREY.png,RYZEN 5 220  RAM 16GB  SSD 512GB  RTX5050  15.6 FHD 144Hz  WIN11 + OHS,
P222,LENOVO LOQ 15ARP10E 83S0001AID LUNA GREY,15499000,LAPTOP LENOVO,img\produk\LENOVO LOQ 15ARP10E 83S0001AID LUNA GREY.jpg,"RYZEN 7-7735HS  RAM 16GB  SSD 512GB  RTX3050  15.6""  144Hz  WIN11   TIDAK DAPAT MOUSE BAWAAN",
P223,LENOVO LOQ 15AHP10 83JG0074ID LUNA GREY,18799000,LAPTOP LENOVO,img\produk\LENOVO LOQ 15AHP10 83JG0074ID LUNA GREY.avif,RYZEN 7 250  RAM 16GB  SSD 512GB  RTX5050 DDR 7  15.6 FHD 144Hz  WIN11 + OHS  144Hz 100sRGB,
P224,LENOVO LEGION 5 15IRX10 - 83LY00E9ID BLACK,20779000,LAPTOP LENOVO,img\produk\LENOVO LEGION 5 15IRX10 - 83LY00E9ID BLACK.jpg,CORE i7-13650HX  RAM 16GB  512GB SSD  RTX 5050 8GB  W11 HOME   OHM 2024 + M365  15.3? WUXGA IPS,
P225,LENOVO LEGION 5 15IRX10 - 83LY00HKID BLACK,26299000,LAPTOP LENOVO,img\produk\LENOVO LEGION 5 15IRX10 - 83LY00HKID BLACK.avif,"CORE I7 14700HX  RAM 16GB  SSD 512GB  RTX5060  W11+OHS  15.1"" WQXGA OLED",
P226,LENOVO LEGION 5 15IRX10 83LY00HLID BLACK,24999000,LAPTOP LENOVO,img\produk\LENOVO LEGION 5 15IRX10 83LY00HLID BLACK.png,"CORE I7-14700HX  RAM 16GB  512 SSD  RTX5050 8GB  WIN11 15.1"" WQXGA OLED OHM+M365",
P227,LENOVO LEGION 5 15IRX10 83LY004RID BLACK,24999000,LAPTOP LENOVO,img\produk\LENOVO LEGION 5 15IRX10 83LY004RID BLACK.avif,"CORE I7-14700HX  DDR 24GB  SSD 512GB  RTX5050 8GB  W11+OHS+M365B  15.1"" WQXGA 165HZ 24RGB MOUSE GAMING RGB M300S",
P228,LEGION 5 15IAX10 83F00064ID BLACK,30399000,LAPTOP LENOVO,img\produk\LENOVO LEGION 5 15IRX10 83LY00HLID BLACK.png,ULTRA 7 255HX  RAM 32GB  512GB SSD  RTX 5070 8GB  W11 HOME  OHM2024 + M365  15.1? WQXGA OLED,
P229,LENOVO LEGION PRO 5 16IAX10 - 83F30035ID BLACK,28999000,LAPTOP LENOVO,img\produk\LENOVO LEGION 5 15IRX10 83LY00HLID BLACK.png,ULTRA 7 255HX  RAM 16GB  SSD 1TB  RTX5060 8GB  16.0 WQXGA OLED 165HZ  W11+OHS+M365B  MOUSE M300S RGB,
P230,LENOVO LEGION PRO 5 16IAX10H - 83LU001LID BLACK,39999000,LAPTOP LENOVO,img\produk\LENOVO LEGION 5 15IRX10 83LY00HLID BLACK.png,Ultra 9-275HX  RAM 32GB  1TB SSD  RTX5070 TI 12GB  WIN11 16? WQXGA + OHM + M365,
P231,LENOVO LEGION 7 16IAX10 - 83KY004EID WHITE,37199000,LAPTOP LENOVO,img\produk\LENOVO LEGION 7 16IAX10 - 83KY004EID WHITE.png,"ULTRA 9 275HX  RAM 32GB  1TB SSD  RTX5070 8GB  WIN11 16"" WQXGA OLED OHM+M365",
P232,LENOVO F0HN00Q6ID LUNA GREY,8499000,PC AIO LENOVO,img\produk\LENOVO F0HN00Q6ID LUNA GREY.webp,"CORE I3 1315U  RAM 8GB  SSD 512  W11  23 8""",
P233,LENOVO 27IRH9 F0HM00Q6ID LUNA GREY,11999000,PC AIO LENOVO,img\produk\LENOVO 27IRH9 F0HM00Q6ID LUNA GREY.png,"CORE I5-13420H  RAM 8GB  512GB SSD  27"" FHD  WIN11 + OHM 2024 + M365",
P234,SMARTLOCK EZVIZ DL05,1905000,SMARTLOCK EZVIZ,img\produk\DL05.webp,Miliki pintu masuk rumah yang aman dan praktis tanpa kunci,
P235,INSTAL ULANG SISTEM (UNIT BISA DIJEMPUT),85000,SISTEM,img\produk\INSTALL ULANG.jfif,Intal ulang komputer/ laptop/ pc aio window & sistem lainmya ,
P236,CLEANING DEBU PC/LAPTOP & GANTI PASTA,100000,CLEANING DEBU PC/LAPTOP,img\produk\CLEANING DEBU.jfif,solusi pc/laptop anda tetap adem  kinerja lebih stabil  mengurangi resiko kerusakan hardware,
P237,RESET PRINTER EPSON/CANON/DLL,100000,RESET PRINTER,img\produk\RESET.png,Solusi printer error  lampu berkedip  tidak bisa cetak  error tinta,
P238,RUIJIE REYEE CEILING RG-RAP62,1600000,RUIJIE,img\produk\RUIJIE REYEE CEILING RG-RAP62.png,AP Mesh Serbaguna Indoor/Outdoor AX3000 untuk Vila dan Bisnis Ritel,
P239,RUIJIE REYEE RG-RAP1200F AC1300 ACCSES POINT,728000,RUIJIE,img\produk\RUIJIE REYEE RG-RAP1200F AC1300 ACCSES POINT.webp,Performa radio ganda  akses poin model dinding gigabit wireless,
P240,RUIJIE REYEE RG-RAP1200P,1378000,RUIJIE,img\produk\RUIJIE REYEE RG-RAP1200P.jpg,Performa radio ganda  akses poin model dinding gigabit penuh,
P241,RUIJIE REYEE RG-RAP1201,1180000,RUIJIE,img\produk\RUIJIE REYEE RG-RAP1201.png,Performa radio-ganda  AP wireless gigabit pemasangan dinding,
